code,name
22804,"Arthrodesis, Posterior, for Spinal Deformity, w/ or w/o Cast; 13 or More Vertebral Segments"
22808,"Arthrodesis, Anterior, for Spinal Deformity, w/ or w/o Cast; 2 to 3 Vertebral Segments"
22810,"Arthrodesis, Anterior, for Spinal Deformity, w/ or w/o Cast; 4 to 7 Vertebral Segments"
22812,"Arthrodesis, Anterior, for Spinal Deformity, w/ or w/o Cast; 8 or More Vertebral Segments"
22818,"Kyphectomy, circumferential exposure of spine and resection of vertebral segment(s) (including body and posterior elements); single or 2 segments"
22819,"Kyphectomy, circumferential exposure of spine and resection of vertebral segment(s) (including body and posterior elements); 3 or more segments"
22830,Exploration of spinal fusion
22840,"Posterior non-segmental instrumentation (eg, Harrington rod technique, pedicle fixation across 1 interspace, atlantoaxial transarticular screw fixation, sublaminar wiring at C1, facet screw fixation) (List separately in addition to code for primary procedure)"
22841,Internal spinal fixation by wiring of spinous processes (List separately in addition to code for primary procedure)
22842,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 3 to 6 vertebral segments (List separately in addition to code for primary procedure)"
22843,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 7 to 12 vertebral segments (List separately in addition to code for primary procedure)"
22844,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 13 or more vertebral segments (List separately in addition to code for primary procedure)"
22845,Anterior instrumentation; 2 to 3 vertebral segments (List separately in addition to code for primary procedure)
22846,Anterior instrumentation; 4 to 7 vertebral segments (List separately in addition to code for primary procedure)
22847,Anterior instrumentation; 8 or more vertebral segments (List separately in addition to code for primary procedure)
22848,Pelvic fixation (attachment of caudal end of instrumentation to pelvic bony structures) other than sacrum (List separately in addition to code for primary procedure)
22849,Reinsertion of spinal fixation device
22850,"Removal of posterior nonsegmental instrumentation (eg, Harrington rod)"
22851,"Application of intervertebral biomechanical device(s) (eg, synthetic cage(s), methylmethacrylate) to vertebral defect or interspace (List separately in addition to code for primary procedure)"
22852,Removal of posterior segmental instrumentation
22855,Removal of anterior instrumentation
22856,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection); single interspace, cervical"
22857,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), single interspace, lumbar"
22858,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection); second level, cervical (List separately in addition to code for primary procedure)"
22861,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical"
22862,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar"
22864,"Removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical"
22865,"Removal of total disc arthroplasty (artificial disc), anterior approach, single interspace; lumbar"
22899,"Unlisted procedure, spine"
22900,"Excision, Tumor, Soft Tissue of Abdominal Wall, Subfascial (eg, intramuscular); Less Than 5 cm"
22901,"Excision, Tumor, Soft Tissue of Abdominal Wall, Subfascial (eg, intramuscular); 5 cm or Greater"
22902,"Excision, Tumor, Soft Tissue of Abdominal Wall, Subcutaneous; Less Than 3 cm"
22903,"Excision, Tumor, Soft Tissue of Abdominal Wall, Subcutaneous; 3 cm or Greater"
22904,"Radical resection of tumor (eg, sarcoma), soft tissue of abdominal wall; less than 5 cm"
22905,"Radical resection of tumor (eg, sarcoma), soft tissue of abdominal wall; 5 cm or greater"
22999,"Unlisted procedure, abdomen, musculoskeletal system"
23000,"Removal of Subdeltoid Calcareous Deposits, Open"
23020,"Capsular Contracture Release (eg, Sever type procedure)"
23030,"Incision & Drainage, Shoulder Area; Deep Abscess or Hematoma"
23031,"Incision & Drainage, Shoulder Area; Infected Bursa"
23035,"Incision, Bone Cortex (eg, osteomyelitis or bone abscess), Shoulder Area"
23040,"Arthrotomy, Glenohumeral Joint, Including Exploration, Drainage, or Removal of Foreign Body"
23044,"Arthrotomy, Acromioclavicular, Sternoclavicular Joint, Including Exploration, Drainage, or Removal of Foreign Body"
23065,"Biopsy, Soft Tissue of Shoulder Area; Superficial"
23066,"Biopsy, Soft Tissue of Shoulder Area; Deep"
23071,"Excision, Tumor, Soft Tissue of Shoulder Area, Subcutaneous; 3 cm or Greater"
23073,"Excision, Tumor, Soft Tissue of Shoulder Area, Subfascial (eg, intramuscular); 5 cm or Greater"
23075,"Excision, Tumor, Soft Tissue of Shoulder Area, Subcutaneous; Less Than 3 cm"
23076,"Excision, Tumor, Soft Tissue of Shoulder Area, Subfascial (eg, intramuscular); Less Than 5 cm"
23077,"Radical resection of tumor (eg, sarcoma), soft tissue of shoulder area; less than 5 cm"
23078,"Radical resection of tumor (eg, sarcoma), soft tissue of shoulder area; 5 cm or greater"
23100,"Arthrotomy, Glenohumeral Joint, Including Biopsy"
23101,"Arthrotomy, Acromioclavicular Joint or Sternoclavicular Joint, Including Biopsy and/or Excision of Torn Cartilage"
23105,"Arthrotomy; Glenohumeral Joint, w/ Synovectomy, w/ or w/Out Biopsy"
23106,"Arthrotomy; Sternoclavicular Joint, w/ Synovectomy, w/ or w/Out Biopsy"
23107,"Arthrotomy, Glenohumeral Joint, w/Joint Exploration, w/ or w/Out Rremoval of Loose or Foreign Body"
23120,Claviculectomy; Partial
23125,Claviculectomy; Total
23130,"Acromioplasty or Acromionectomy, Partial, w/ or w/Out Coracoacromial Ligament Release"
23140,Excision or Curettage of Bone Cyst or Benign Tumor of Clavicle or Scapula
23145,Excision or Curettage of Bone Cyst or Benign Tumor of Clavicle or Scapula; w/Autograft (includes obtaining graft)
23146,Excision or Curettage of Bone Cyst or Benign Tumor of Clavicle or Scapula; w/Allograft
23150,Excision or Curettage of Bone Cyst or Benign Tumor of Proximal Humerus
23155,Excision or Curettage of Bone Cyst or Benign Tumor of Proximal Humerus; w/Autograft (includes obtaining graft)
23156,Excision or Curettage of Bone Cyst or Benign Tumor of Proximal Humerus; w/Allograft
23170,"Sequestrectomy (eg, for osteomyelitis or bone abscess), Clavicle"
23172,"Sequestrectomy (eg, for osteomyelitis or bone abscess), Scapula"
23174,"Sequestrectomy (eg, for osteomyelitis or bone abscess), Humeral Head to Surgical Neck"
23180,"Partial Excision (craterization, saucerization, or diaphysectomy) Bone (eg, osteomyelitis), Clavicle"
23182,"Partial Excision (craterization, saucerization, or diaphysectomy) Bone (eg, osteomyelitis), Scapula"
23184,"Partial Excision (craterization, saucerization, or diaphysectomy) Bone (eg, osteomyelitis), Proximal Humerus"
23190,"Ostectomy of Scapula, Partial (eg, superior medial angle)"
23195,"Resection, Humeral Head"
23200,Radical resection of tumor; clavicle
23210,Radical resection of tumor; scapula
23220,"Radical resection of tumor, proximal humerus"
23330,"Removal of Foreign Body, Shoulder; Subcutaneous"
23333,"Removal of Foreign Body, Shoulder; Deep (subfascial or intramuscular)"
23334,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral or glenoid component"
23335,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral and glenoid components (eg, total shoulder)"
23350,Shoulder Arthrogram
23395,"Muscle transfer, any type, shoulder or upper arm; single"
23397,"Muscle transfer, any type, shoulder or upper arm; multiple"
23400,"Scapulopexy (eg, Sprengels deformity or for paralysis)"
23405,"Tenotomy, Shoulder Area; Single Tendon"
23406,"Tenotomy, Shoulder Area; Multiple Tendons Through Same Incision"
23410,"Repair of Ruptured Musculotendinous Cuff (eg, rotator cuff) Open; Acute"
23412,"Repair of Ruptured Musculotendinous Cuff (eg, rotator cuff) Open; Chronic"
23415,"Coracoacromial ligament release, with or without acromioplasty"
23420,"Reconstruction of complete shoulder (rotator) cuff avulsion, chronic (includes acromioplasty)"
23430,Tenodesis of Long Tendon of Biceps
23440,Resection or Transplantation of Long Tendon of Biceps
23450,"Capsulorrhaphy, anterior; Putti-Platt procedure or Magnuson type operation"
23455,"Capsulorrhaphy, anterior; with labral repair (eg, Bankart procedure)"
23460,"Capsulorrhaphy, anterior, any type; with bone block"
23462,"Capsulorrhaphy, anterior, any type; with coracoid process transfer"
23465,"Capsulorrhaphy, glenohumeral joint, posterior, with or without bone block"
23466,"Capsulorrhaphy, glenohumeral joint, any type multi-directional instability"
23470,"Arthroplasty, glenohumeral joint; hemiarthroplasty"
23472,"Arthroplasty, glenohumeral joint; total shoulder (glenoid and proximal humeral replacement (eg, total shoulder))"
23473,"Revision of total shoulder arthroplasty, including allograft when performed; humeral or glenoid component"
23474,"Revision of total shoulder arthroplasty, including allograft when performed; humeral and glenoid component"
23480,"Osteotomy, Clavicle, w/ or w/Out Internal Fixation"
23485,"Osteotomy, clavicle, with or without internal fixation; with bone graft for nonunion or malunion (includes obtaining graft and/or necessary fixation)"
23490,"Prophylactic Treatment (nailing, pinning, plating or wiring) w/ or w/Out Methylmethacrylate; Clavicle"
23491,"Prophylactic Treatment (nailing, pinning, plating or wiring) w/ or w/Out Methylmethacrylate; Proximal Humerus"
23500,Closed Treatment of Clavicular Fracture; w/Out Manipulation
23505,Closed Treatment of Clavicular Fracture; w/Manipulation
23515,"Open treatment of clavicular fracture, includes internal fixation, when performed"
23520,Closed Treatment of Sternoclavicular Dislocation; w/Out Manipulation
23525,Closed Treatment of Sternoclavicular Dislocation; w/Manipulation
23530,"Open treatment of sternoclavicular dislocation, acute or chronic;"
23532,"Open treatment of sternoclavicular dislocation, acute or chronic; with fascial graft (includes obtaining graft)"
23540,Closed Treatment of Acromioclavicular Dislocation; w/Out Manipulation
23545,Closed Treatment of Acromioclavicular Dislocation; w/Manipulation
23550,"Open treatment of acromioclavicular dislocation, acute or chronic;"
23552,"Open treatment of acromioclavicular dislocation, acute or chronic; with fascial graft (includes obtaining graft)"
23570,Closed Treatment of Scapular Fracture; w/Out Manipulation
23575,"Closed Treatment of Scapular Fracture; w/Manipulation, w/ or w/Out Skeletal Traction (with or without shoulder joint involvement)"
23585,"Open Treatment of Scapular Fracture (body, glenoid or acromion) Includes Internal Fixation, when Performed"
23600,Closed Treatment of Proximal Humeral (surgical or anatomical neck) Fracture; w/Out Manipulation
23605,"Closed Treatment of Proximal Humeral (surgical or anatomical neck) Fracture; w/Manipulation, w/ or w/Out Skeletal Traction"
23615,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed;"
23616,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed; with proximal humeral prosthetic replacement"
23620,Closed Treatment of Greater Humeral Tuberosity Fracture; w/Out Manipulation
23625,Closed Treatment of Greater Humeral Tuberosity Fracture; w/Manipulation
23630,"Open treatment of greater humeral tuberosity fracture, includes internal fixation, when performed"
23650,"Closed Treatment of Shoulder Dislocation, w/Manipulation; w/Out Anesthesia"
23655,"Closed Treatment of Shoulder Dislocation, w/Manipulation; Requiring Anesthesia"
23660,Open Treatment of Acute Shoulder Dislocation
23665,"Closed Treatment of Shoulder Dislocation, w/Fracture of Greater Humeral Tuberosity, w/Manipulation"
23670,"Open treatment of shoulder dislocation, with fracture of greater humeral tuberosity, includes internal fixation, when performed"
23675,"Closed Treatment of Shoulder Dislocation, w/Surgical or Anatomical Neck Fracture, w/Manipulation"
23680,"Open treatment of shoulder dislocation, with surgical or anatomical neck fracture, includes internal fixation, when performed"
23700,"Manipulation Under Anesthesia, Shoulder Joint, Including Application of Fixation Apparatus (dislocation excluded)"
23800,"Arthrodesis, Glenohumeral Joint"
23802,"Arthrodesis, Glenohumeral Joint; w/Autogenous Graft"
23900,Interthoracoscapular amputation (forequarter)
23920,Disarticulation of shoulder;
23921,Disarticulation of shoulder; secondary closure or scar revision
23929,"Unlisted procedure, shoulder"
23930,"Incision & Drainage, Upper Arm or Elbow Area; Deep Abscess or Hematoma"
23931,"Incision & Drainage, Upper Arm or Elbow Area; Bursa"
23935,"Incision, Deep, w/Opening of Bone Cortex (eg, for osteomyelitis or bone abscess), Humerus or Elbow"
24000,"Arthrotomy, Elbow, Including Exploration, Drainage, or Removal of Foreign Body"
24006,"Arthrotomy of the Elbow, w/Capsular Excision for Capsular Release (separate procedure)"
24065,"Biopsy, Soft Tissue of Upper Arm or Elbow Area; Superficial"
24066,"Biopsy, Soft Tissue of Uupper Arm or Elbow Area; Deep (subfascial or intramuscular)"
24071,"Excision, Tumor, Soft Tissue of Upper Arm or Elbow Area, Subcutaneous; 3 cm or Greater"
24073,"Excision, Tumor, Soft Tissue of Upper Arm or Elbow Area, Subfascial (eg, intramuscular); 5 cm or Greater"
24075,"Excision, Tumor, Soft Tissue of Upper Arm or Elbow Area, Subcutaneous; Less Than 3 cm"
24076,"Excision, Tumor, Soft Tissue of Upper Arm or Elbow Area, Subfascial (eg, intramuscular); Less Than 5 cm"
24077,"Radical resection of tumor (eg, sarcoma), soft tissue of upper arm or elbow area; less than 5 cm"
24079,"Radical resection of tumor (eg, sarcoma), soft tissue of upper arm or elbow area; 5 cm or greater"
24100,"Arthrotomy, Elbow; w/Synovial Biopsy Only"
24101,"Arthrotomy, Elbow; w/Joint Exploration, w/ or w/Out Biopsy, w/ or w/Out Removal of Loose or Foreign Body"
24102,"Arthrotomy, Elbow; w/Synovectomy"
24105,"Excision, Olecranon Bursa"
24110,"Excision or Curettage of Bone Cyst or Benign Tumor, Humerus"
24115,"Excision or curettage of bone cyst or benign tumor, humerus; with autograft (includes obtaining graft)"
24116,"Excision or curettage of bone cyst or benign tumor, humerus; with allograft"
24120,Excision or Curettage of Bone Cyst or Benign Tumor of Head or Neck of Radius or Olecranon Process
24125,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; with autograft (includes obtaining graft)
24126,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; with allograft
24130,"Excision, radial head"
24134,"Sequestrectomy (eg, for osteomyelitis or bone abscess), shaft or distal humerus"
24136,"Sequestrectomy (eg, for osteomyelitis or bone abscess), radial head or neck"
24138,"Sequestrectomy (eg, for osteomyelitis or bone abscess), olecranon process"
24140,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis), humerus"
24145,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis), radial head or neck"
24147,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis), olecranon process"
24149,"Radical resection of capsule, soft tissue, and heterotopic bone, elbow, with contracture release (separate procedure)"
24150,"Radical resection of tumor, shaft or distal humerus"
24152,"Radical resection of tumor, radial head or neck"
24155,Resection of elbow joint (arthrectomy)
24160,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral and ulnar components"
24164,"Removal of prosthesis, includes debridement and synovectomy when performed; radial head"
24200,"Removal of Foreign Body, Upper Arm or Elbow Area; Subcutaneous"
24201,"Removal of Foreign Body, Upper Arm or Elbow Area; Deep (subfascial or intramuscular)"
24220,Injection Procedure for Elbow Arthrography
24300,"Manipulation, Elbow, Under Anesthesia"
24301,"Muscle or tendon transfer, any type, upper arm or elbow, single (excluding 24320-24331)"
24305,"Tendon lengthening, upper arm or elbow, each tendon"
24310,"Tenotomy, open, elbow to shoulder, each tendon"
24320,"Tenoplasty, with muscle transfer, with or without free graft, elbow to shoulder, single (Seddon-Brookes type procedure)"
24330,"Flexor-plasty, elbow (eg, Steindler type advancement);"
24331,"Flexor-plasty, elbow (eg, Steindler type advancement); with extensor advancement"
24332,"Tenolysis, triceps"
24340,Tenodesis of Biceps Tendon at Elbow
24341,"Repair, Tendon or Muscle, Upper Arm or Elbow, Each Tendon or Muscle, Primary or Secondary (excludes rotator cuff)"
24342,"Reinsertion of ruptured biceps or triceps tendon, distal, with or without tendon graft"
24343,"Repair Lateral Collateral Ligament, Elbow, w/Local Tissue"
24344,"Reconstruction lateral collateral ligament, elbow, with tendon graft (includes harvesting of graft)"
24345,"Repair Medial Collateral Ligament, Elbow, w/Local Tissue"
24346,"Reconstruction Medial Collateral Ligament, Elbow, w/Tendon Graft (includes harvesting of graft)"
24357,"Tenotomy, Elbow, Lateral or Medial (eg, epicondylitis, tennis elbow, golfer's elbow); Percutaneous"
24358,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); debridement, soft tissue and/or bone, open"
24359,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); debridement, soft tissue and/or bone, open with tendon repair or reattachment"
24360,"Arthroplasty, elbow; with membrane (eg, fascial)"
24361,"Arthroplasty, elbow; with distal humeral prosthetic replacement"
24362,"Arthroplasty, elbow; with implant and fascia lata ligament reconstruction"
24363,"Arthroplasty, elbow; with distal humerus and proximal ulnar prosthetic replacement (eg, total elbow)"
24365,"Arthroplasty, radial head;"
24366,"Arthroplasty, radial head; with implant"
24370,"Revision of total elbow arthroplasty, including allograft when performed; humeral or ulnar component"
24371,"Revision of total elbow arthroplasty, including allograft when performed; humeral and ulnar component"
24400,"Osteotomy, Humerus, w/ or w/Out Internal Fixation"
24410,"Multiple osteotomies with realignment on intramedullary rod, humeral shaft (Sofield type procedure)"
24420,"Osteoplasty, humerus (eg, shortening or lengthening) (excluding 64876)"
24430,"Repair of nonunion or malunion, humerus; without graft (eg, compression technique)"
24435,"Repair of nonunion or malunion, humerus; with iliac or other autograft (includes obtaining graft)"
24470,"Hemiepiphyseal arrest (eg, cubitus varus or valgus, distal humerus)"
24495,"Decompression fasciotomy, forearm, with brachial artery exploration"
24498,"Prophylactic treatment (nailing, pinning, plating or wiring), with or without methylmethacrylate, humeral shaft"
24500,Closed Treatment of Humeral Shaft Fracture; w/Out Manipulation
24505,"Closed Treatment of Humeral Shaft Fracture; w/Manipulation, w/ or w/Out Skeletal Traction"
24515,"Open treatment of humeral shaft fracture with plate/screws, with or without cerclage"
24516,"Treatment of humeral shaft fracture, with insertion of intramedullary implant, with or without cerclage and/or locking screws"
24530,"Closed Treatment of Supracondylar or Transcondylar Humeral Fracture, w/ or w/Out Intercondylar Extension; w/Out Manipulation"
24535,"Closed Treatment of Supracondylar or Transcondylar Humeral Fracture, w/ or w/Out Intercondylar Extension; w/Manipulation, w/ or w/Out Skin or Skeletal Traction"
24538,"Percutaneous Skeletal Fixation of Supracondylar or Transcondylar Humeral Fracture, w/ or w/Out Intercondylar Extension"
24545,"Open Treatment of Humeral Supracondylar or Transcondylar Fracture, Includes Internal Fixation, when Performed; w/o Intercondylar Extension"
24546,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed; with intercondylar extension"
24560,"Closed Treatment of Humeral Epicondylar Fracture, Medial or Lateral; w/Out Manipulation"
24565,"Closed Treatment of Humeral Epicondylar Fracture, Medial or Lateral; w/Manipulation"
24566,"Percutaneous Skeletal Fixation of Humeral Epicondylar Fracture, Medial or Lateral, w/Manipulation"
24575,"Open treatment of humeral epicondylar fracture, medial or lateral, includes internal fixation, when performed"
24576,"Closed Treatment of Humeral Condylar Fracture, Medial or Lateral; w/Out Manipulation"
24577,"Closed Treatment of Humeral Condylar Fracture, Medial or Lateral; w/Manipulation"
24579,"Open treatment of humeral condylar fracture, medial or lateral, includes internal fixation, when performed"
24582,"Percutaneous Skeletal Fixation of Humeral Condylar Fracture, Medial or Lateral, w/Manipulation"
24586,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius);
24587,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius); with implant arthroplasty
24600,Treatment of Closed Elbow Dislocation; w/Out Anesthesia
24605,Treatment of Closed Elbow Dislocation; Requiring Anesthesia
24615,Open treatment of acute or chronic elbow dislocation
24620,"Closed Treatment of Monteggia Type of Fracture Dislocation at Elbow (fracture proximal end of ulna with dislocation of radial head), w/Manipulation"
24635,"Open treatment of Monteggia type of fracture dislocation at elbow (fracture proximal end of ulna with dislocation of radial head), includes internal fixation, when performed"
24640,"Closed Treatment, Radial Head Subluxation, Nursemaid EL"
24650,Closed Treatment of Radial Head or Neck Fracture; w/Out Manipulation
24655,Closed Treatment of Radial Head or Neck Fracture; w/Manipulation
24665,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed;"
24666,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed; with radial head prosthetic replacement"
24670,"Closed Treatment of Ulnar Fracture, Proximal End (eg, olecranon or coronoid process[es]); w/Out Manipulation"
24675,"Closed Treatment of Ulnar Fracture, Proximal End (eg, olecranon or coronoid process[es]); w/Manipulation"
24685,"Open Treatment of Ulnar Fracture, Proximal End (eg, olecranon or coronoid process[es]), Includes Internal Fixation, When Performed"
24800,"Arthrodesis, Elbow Joint; Local"
24802,"Arthrodesis, Elbow Joint; w/Autogenous Graft (includes obtaining graft)"
24900,"Amputation, arm through humerus; with primary closure"
24920,"Amputation, arm through humerus; open, circular (guillotine)"
24925,"Amputation, arm through humerus; secondary closure or scar revision"
24930,"Amputation, arm through humerus; re-amputation"
24931,"Amputation, arm through humerus; with implant"
24935,"Stump elongation, upper extremity"
24940,"Cineplasty, upper extremity, complete procedure"
24999,"Unlisted procedure, humerus or elbow"
25000,"Incision, Extensor Tendon Sheath, Wrist (eg, deQuervains disease)"
25001,"Incision, Flexor Tendon Sheath, Wrist (eg, flexor carpi radialis)"
25020,"Decompression fasciotomy, forearm and/or wrist, flexor OR extensor compartment; without debridement of nonviable muscle and/or nerve"
25023,"Decompression fasciotomy, forearm and/or wrist, flexor OR extensor compartment; with debridement of nonviable muscle and/or nerve"
25024,"Decompression fasciotomy, forearm and/or wrist, flexor AND extensor compartment; without debridement of nonviable muscle and/or nerve"
25025,"Decompression fasciotomy, forearm and/or wrist, flexor AND extensor compartment; with debridement of nonviable muscle and/or nerve"
25028,"Incision & Drainage, Forearm and/or Wrist; Deep Abscess or Hematoma"
25031,"Incision & Drainage, Forearm and/or Wrist; Bursa"
25035,"Incision, Deep, Bbone Cortex, Forearm and/or Wrist (eg, osteomyelitis or bone abscess)"
25040,"Arthrotomy, Radiocarpal or Midcarpal Joint, w/Exploration, Drainage, or Removal of Foreign Body"
25065,"Biopsy, Soft Tissue of Forearm and/or Wrist; Superficial"
25066,"Biopsy, Soft Tissue of Forearm and/or Wrist; Deep (subfascial or intramuscular)"
25071,"Excision, Tumor, Soft Tissue of Forearm and/or Wrist Area, Subcutaneous; 3 cm or Greater"
25073,"Excision, Tumor, Soft Tissue of Forearm and/or Wrist Area, Subfascial (eg, intramuscular); 3 cm or Greater"
25075,"Excision, Tumor, Soft Tissue of Forearm and/or Wrist Area, Subcutaneous; Less Than 3 cm"
25076,"Excision, Tumor, Soft Ttissue of Forearm and/or Wrist Area, Subfascial (eg, intramuscular); Less Than 3 cm"
25077,"Radical resection of tumor (eg, sarcoma), soft tissue of forearm and/or wrist area; less than 3 cm"
25078,"Radical resection of tumor (eg, sarcoma), soft tissue of forearm and/or wrist area; 3 cm or greater"
25085,"Capsulotomy, Wrist (eg, contracture)"
25100,"Arthrotomy, Wrist Joint; w/Biopsy"
25101,"Arthrotomy, Wrist Joint; w/Joint Exploration, w/ or w/Out Biopsy, w/ or w/Out Removal of Loose or Foreign Body"
25105,"Arthrotomy, Wrist Joint; w/Synovectomy"
25107,"Arthrotomy, distal radioulnar joint including repair of triangular cartilage, complex"
25109,"Excision of Tendon, Forearm and/or Wrist, Flexor or Extensor, Each"
25110,"Excision, Lesion of Tendon Sheath, Forearm and/or Wrist"
25111,"Excision of Ganglion, Wrist (dorsal or volar); Primary"
25112,"Excision of Ganglion, Wrist (dorsal or volar); Recurrent"
25115,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); flexors"
25116,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, Tbc, or other granulomas, rheumatoid arthritis); extensors, with or without transposition of dorsal retinaculum"
25118,"Synovectomy, Extensor Tendon Sheath, Wrist, Single Compartment"
25119,"Synovectomy, Extensor Tendon Sheath, Wrist, Single Compartment; w/Resection of Distal Ulna"
25120,Excision or Curettage of Bone Cyst or Benign Tumor of Radius or Ulna (excluding head or neck of radius and olecranon process)
25125,Excision or Curettage of Bone Cyst or Benign Tumor of Radius or Ulna (excluding head or neck of radius and olecranon process); w/Autograft
25126,Excision or Curettage of Bone Cyst or Benign Tumor of Radius or Ulna (excluding head or neck of radius and olecranon process); w/Allograft
25130,Excision or Curettage of Bone Cyst or Benign Tumor of Carpal Bones
25135,Excision or Curettage of Bone Cyst or Benign Tumor of Carpal Bones; w/Autograft
25136,Excision or Curettage of Bone Cyst or Benign Tumor of Carpal Bones; w/Allograft
25145,"Sequestrectomy (eg, for osteomyelitis or bone abscess), forearm and/or wrist"
25150,"Partial excision (craterization, saucerization, or diaphysectomy) of bone (eg, for osteomyelitis); ulna"
25151,"Partial excision (craterization, saucerization, or diaphysectomy) of bone (eg, for osteomyelitis); radius"
25170,"Radical resection of tumor, radius or ulna"
25210,Carpectomy; 1 Bone
25215,Carpectomy; All Bones of Proximal Row
25230,Radial Styloidectomy (separate procedure)
25240,"Excision distal ulna partial or complete (eg, Darrach type or matched resection)"
25246,Wrist Arthrogram
25248,"Exploration w/Removal of Deep Foreign Body, Forearm or Wrist"
25250,Removal of Wrist Prosthesis
25251,"Removal of wrist prosthesis; complicated, including total wrist"
25259,"Manipulation, Wrist, Under Anesthesia"
25260,"Repair, Tendon or Muscle, Flexor, Forearm and/or Wrist; Primary, Single, Each Tendon or Muscle"
25263,"Repair, Tendon or Muscle, Flexor, Forearm and/or Wrist; Secondary, Single, Each Tendon or Muscle"
25265,"Repair, Tendon or Muscle, Flexor, Forearm and/or Wrist; Secondary, w/Free Graft (includes obtaining graft), Each Tendon or Muscle"
25270,"Repair, Tendon or Muscle, Extensor, Forearm and/or Wrist; Primary, Single, Each Tendon or Muscle"
25272,"Repair, Tendon or Muscle, Extensor, Forearm and/or Wrist; Secondary, Single, Each Tendon or Muscle"
25274,"Repair, Tendon or Muscle, Extensor, Forearm and/or Wrist; Secondary, w/Free Graft (includes obtaining graft), Each Tendon or Muscle"
25275,"Repair, Tendon Sheath, Extensor, Forearm and/or Wrist, w/Free Graft (includes obtaining graft) (eg, for extensor carpi ulnaris subluxation)"
25280,"Lengthening or Shortening of Flexor or Extensor Tendon, Forearm and/or Wrist, Single, Each Tendon"
25290,"Tenotomy, Open, Flexor or Extensor Tendon, Forearm and/or Wrist, Single, Each Tendon"
25295,"Tenolysis, Flexor or Extensor Tendon, Forearm and/or Wrist, Single, Each Tendon"
25300,Tenodesis at Wrist; Flexors of Fingers
25301,Tenodesis at Wrist; Extensors of Fingers
25310,"Tendon Transplantation or Transfer, Flexor or Extensor, Forearm and/or Wrist, Single; Each Tendon"
25312,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; with tendon graft(s) (includes obtaining graft), each tendon"
25315,"Flexor origin slide (eg, for cerebral palsy, Volkmann contracture), forearm and/or wrist;"
25316,"Flexor origin slide (eg, for cerebral palsy, Volkmann contracture), forearm and/or wrist; with tendon(s) transfer"
25320,"Capsulorrhaphy or reconstruction, wrist, open (eg, capsulodesis, ligament repair, tendon transfer or graft) (includes synovectomy, capsulotomy and open reduction) for carpal instability"
25332,"Arthroplasty, wrist, with or without interposition, with or without external or internal fixation"
25335,"Centralization of wrist on ulna (eg, radial club hand)"
25337,"Reconstruction for stabilization of unstable distal ulna or distal radioulnar joint, secondary by soft tissue stabilization (eg, tendon transfer, tendon graft or weave, or tenodesis) with or without open reduction of distal radioulnar joint"
25350,"Osteotomy, Radius; Distal Third"
25355,"Osteotomy, Radius; Middle or Proximal Third"
25360,Osteotomy; Ulna
25365,Osteotomy; Radius & ulna
